date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-01-21,06:00,Wednesday,Inderlok,Red Line,39,43,-4,G-05,0,0,Clear
2026-02-20,07:45,Friday,Moolchand,Violet Line,112,104,8,G-06,0,0,Rainy
2026-01-24,11:15,Saturday,Rajdhani Park,Green Line,80,68,12,G-04,0,0,Rainy
2026-02-02,21:30,Monday,Jasola Apollo,Violet Line,36,30,6,G-06,0,0,Cloudy
2026-01-28,18:15,Wednesday,Central Secretariat,Yellow Line,622,532,90,G-02,1,0,Foggy
2026-02-12,06:30,Thursday,Badarpur Border,Violet Line,59,42,17,G-03,0,0,Smoggy
2026-01-02,08:00,Friday,Welcome,Red Line,124,133,-9,G-05,1,0,Clear
2026-02-08,14:30,Sunday,Civil Lines,Yellow Line,27,30,-3,G-05,0,1,Foggy
2026-02-18,17:00,Wednesday,Lajpat Nagar,Violet Line,545,607,-62,G-05,1,0,Clear
2026-02-03,16:45,Tuesday,Dwarka,Blue Line,111,94,17,G-07,0,0,Smoggy
2026-02-17,17:45,Tuesday,Arjan Garh,Yellow Line,141,92,49,G-03,1,0,Rainy
2026-01-22,11:30,Thursday,Brigadier Hoshiar Singh,Green Line,97,76,21,G-07,0,0,Foggy
2026-02-22,20:15,Sunday,Chandni Chowk,Yellow Line,143,140,3,G-03,0,1,Foggy
2026-01-06,21:15,Tuesday,Sultanpur,Yellow Line,26,22,4,G-03,0,0,Cloudy
2026-01-01,05:15,Thursday,Tughlakabad,Violet Line,39,40,-1,G-01,0,0,Smoggy
2026-01-10,13:45,Saturday,Pragati Maidan,Blue Line,51,43,8,G-03,0,0,Rainy
2026-01-16,09:45,Friday,Udyog Nagar,Green Line,174,171,3,G-03,1,0,Cloudy
2026-01-14,12:15,Wednesday,Dilshad Garden,Red Line,291,288,3,G-04,0,0,Clear
2026-02-08,18:30,Sunday,Kanhaiya Nagar,Red Line,37,27,10,G-01,1,1,Rainy
2026-01-15,22:00,Thursday,Dwarka Sector 8,Blue Line,31,29,2,G-07,0,0,Smoggy
2026-02-05,17:15,Thursday,Malviya Nagar,Yellow Line,184,175,9,G-01,1,0,Foggy
2026-01-11,10:45,Sunday,Inderlok,Red Line,37,28,9,G-01,1,1,Foggy
2026-02-08,21:15,Sunday,AIIMS,Yellow Line,43,39,4,G-02,0,1,Clear
2026-02-24,19:15,Tuesday,AIIMS,Yellow Line,203,258,-55,G-02,1,0,Foggy
2026-02-13,16:30,Friday,Qutab Minar,Yellow Line,109,102,7,G-01,0,0,Rainy
2026-01-03,05:00,Saturday,GTB Nagar,Yellow Line,58,62,-4,G-01,0,0,Cloudy
2026-02-14,08:15,Saturday,Udyog Bhawan,Yellow Line,149,142,7,G-04,1,0,Foggy
2026-01-20,13:00,Tuesday,Kanhaiya Nagar,Red Line,104,93,11,G-05,0,0,Cloudy
2026-01-28,06:00,Wednesday,Delhi Gate,Violet Line,35,41,-6,G-06,0,0,Rainy
2026-01-28,19:45,Wednesday,Inderlok,Red Line,176,157,19,G-02,1,0,Foggy
2026-01-08,11:00,Thursday,Lajpat Nagar,Violet Line,216,210,6,G-05,0,0,Foggy
2026-02-13,10:30,Friday,Green Park,Yellow Line,153,170,-17,G-01,1,0,Clear
2026-02-02,10:15,Monday,Hauz Khas,Yellow Line,1055,1081,-26,G-07,1,0,Rainy
2026-01-25,19:00,Sunday,Chhattarpur,Yellow Line,38,35,3,G-03,1,1,Clear
2026-02-11,09:15,Wednesday,Badkhal Mor,Violet Line,251,238,13,G-05,1,0,Cloudy
2026-02-23,08:15,Monday,Patel Chowk,Yellow Line,178,201,-23,G-01,1,0,Rainy
2026-01-24,10:30,Saturday,Dwarka Sector 8,Blue Line,179,208,-29,G-01,1,0,Clear
2026-01-28,16:45,Wednesday,Janpath,Violet Line,90,114,-24,G-06,0,0,Cloudy
2026-02-25,10:45,Wednesday,Adarsh Nagar,Yellow Line,216,190,26,G-03,1,0,Cloudy
2026-01-24,13:15,Saturday,Shivaji Park,Green Line,90,82,8,G-03,0,0,Rainy
2026-02-07,21:30,Saturday,Udyog Bhawan,Yellow Line,31,24,7,G-06,0,0,Foggy
2026-01-13,17:45,Tuesday,Pulbangash,Red Line,184,189,-5,G-06,1,0,Clear
2026-01-12,23:45,Monday,Janpath,Violet Line,24,21,3,G-03,0,0,Clear
2026-02-14,11:15,Saturday,Shahdara,Red Line,54,41,13,G-06,0,0,Smoggy
2026-02-07,11:30,Saturday,Peeragarhi,Green Line,115,99,16,G-04,0,0,Clear
2026-02-27,16:00,Friday,Dwarka Sector 21,Blue Line,160,160,0,G-02,0,0,Cloudy
2026-02-12,10:30,Thursday,Mohan Estate,Violet Line,217,195,22,G-06,1,0,Clear
2026-01-20,17:15,Tuesday,Welcome,Red Line,230,216,14,G-02,1,0,Cloudy
2026-01-17,17:00,Saturday,Janpath,Violet Line,279,240,39,G-01,1,0,Cloudy
2026-01-19,21:45,Monday,Inderlok,Red Line,54,49,5,G-06,0,0,Clear
2026-01-07,22:00,Wednesday,Maharaja Surajmal Stadium,Green Line,37,29,8,G-02,0,0,Cloudy
2026-02-11,11:00,Wednesday,Indraprastha,Blue Line,81,64,17,G-05,0,0,Cloudy
2026-01-12,12:00,Monday,Delhi Gate,Violet Line,77,91,-14,G-01,0,0,Cloudy
2026-01-03,19:30,Saturday,Kalkaji Mandir,Violet Line,237,327,-90,G-07,1,0,Cloudy
2026-02-09,12:30,Monday,Haiderpur Badli Mor,Yellow Line,111,119,-8,G-06,0,0,Foggy
2026-02-21,13:15,Saturday,Dilshad Garden,Red Line,258,222,36,G-05,0,0,Clear
2026-02-01,08:30,Sunday,Dwarka Sector 21,Blue Line,83,65,18,G-01,1,1,Clear
2026-02-18,21:00,Wednesday,Chawri Bazar,Yellow Line,21,18,3,G-06,0,0,Foggy
2026-01-27,09:00,Tuesday,Raja Nahar Singh,Violet Line,326,286,40,G-01,1,0,Foggy
2026-01-29,07:45,Thursday,Rithala,Red Line,61,53,8,G-03,0,0,Clear
2026-02-22,12:00,Sunday,Noida Sector 16,Blue Line,21,19,2,G-05,0,1,Cloudy
2026-01-26,15:30,Monday,Old Faridabad,Violet Line,21,23,-2,G-02,0,1,Foggy
2026-01-11,13:45,Sunday,Raja Nahar Singh,Violet Line,34,34,0,G-02,0,1,Clear
2026-01-04,15:00,Sunday,Rohini Sector 18,Yellow Line,28,31,-3,G-07,0,1,Rainy
2026-01-10,17:00,Saturday,Pratap Nagar,Red Line,117,117,0,G-04,1,0,Clear
2026-02-11,20:15,Wednesday,Central Secretariat,Yellow Line,249,240,9,G-02,0,0,Clear
2026-01-26,06:00,Monday,Azadpur,Yellow Line,68,74,-6,G-07,0,1,Smoggy
2026-02-20,07:15,Friday,Paschim Vihar West,Green Line,74,68,6,G-02,0,0,Foggy
2026-01-30,22:15,Friday,NHPC Chowk,Violet Line,15,14,1,G-05,0,0,Foggy
2026-01-02,20:45,Friday,Chawri Bazar,Yellow Line,73,64,9,G-06,0,0,Foggy
2026-01-25,21:15,Sunday,Lajpat Nagar,Violet Line,72,68,4,G-04,0,1,Foggy
2026-01-19,18:00,Monday,Dwarka Sector 8,Blue Line,128,123,5,G-06,1,0,Clear
2026-02-14,10:30,Saturday,Ashok Park Main,Green Line,313,275,38,G-06,1,0,Cloudy
2026-02-28,20:00,Saturday,Yamuna Bank,Blue Line,185,188,-3,G-04,0,0,Foggy
2026-02-23,16:00,Monday,Moolchand,Violet Line,110,129,-19,G-05,0,0,Clear
2026-01-01,11:00,Thursday,Central Secretariat,Yellow Line,265,257,8,G-07,0,0,Smoggy
2026-01-09,17:30,Friday,Jasola Apollo,Violet Line,95,118,-23,G-07,1,0,Foggy
2026-02-25,23:15,Wednesday,Satguru Ram Singh Marg,Green Line,19,16,3,G-05,0,0,Clear
2026-02-06,10:15,Friday,Malviya Nagar,Yellow Line,144,130,14,G-02,1,0,Clear
2026-02-16,16:15,Monday,Karol Bagh,Blue Line,265,258,7,G-06,0,0,Foggy
2026-01-08,05:00,Thursday,Barakhamba Road,Blue Line,27,28,-1,G-06,0,0,Clear
2026-02-09,19:15,Monday,Saket,Yellow Line,183,185,-2,G-06,1,0,Clear
2026-01-27,14:00,Tuesday,Janakpuri West,Blue Line,135,127,8,G-04,0,0,Cloudy
2026-01-01,13:45,Thursday,Barakhamba Road,Blue Line,63,55,8,G-03,0,0,Cloudy
2026-02-15,22:00,Sunday,Inderlok,Red Line,34,31,3,G-05,0,1,Rainy
2026-01-09,21:00,Friday,Welcome,Red Line,47,40,7,G-06,0,0,Foggy
2026-02-10,17:30,Tuesday,Shastri Park,Red Line,136,134,2,G-01,1,0,Rainy
2026-02-08,17:15,Sunday,Paschim Vihar West,Green Line,16,20,-4,G-02,1,1,Rainy
2026-02-20,17:00,Friday,Keshav Puram,Red Line,104,91,13,G-03,1,0,Foggy
2026-01-21,13:30,Wednesday,Welcome,Red Line,53,54,-1,G-06,0,0,Foggy
2026-02-10,22:15,Tuesday,Raja Nahar Singh,Violet Line,18,20,-2,G-07,0,0,Clear
2026-01-08,16:30,Thursday,New Delhi,Yellow Line,364,375,-11,G-07,0,0,Foggy
2026-02-21,18:45,Saturday,MG Road,Yellow Line,295,277,18,G-04,1,0,Clear
2026-01-08,19:45,Thursday,Peeragarhi,Green Line,209,169,40,G-04,1,0,Smoggy
2026-01-03,18:15,Saturday,Rajouri Garden,Blue Line,511,504,7,G-07,1,0,Clear
2026-01-16,13:00,Friday,Tughlakabad,Violet Line,90,77,13,G-05,0,0,Foggy
2026-01-29,11:00,Thursday,Patel Chowk,Yellow Line,72,56,16,G-05,0,0,Rainy
2026-02-21,10:15,Saturday,Kirti Nagar,Blue Line,253,221,32,G-01,1,0,Cloudy
2026-02-21,13:30,Saturday,Sector 28,Violet Line,127,90,37,G-03,0,0,Foggy
2026-01-14,08:30,Wednesday,Sultanpur,Yellow Line,130,101,29,G-01,1,0,Smoggy
2026-01-24,19:00,Saturday,Chawri Bazar,Yellow Line,146,157,-11,G-01,1,0,Clear
2026-02-05,16:45,Thursday,Uttam Nagar East,Blue Line,56,65,-9,G-05,0,0,Rainy
2026-01-02,09:15,Friday,Nangloi,Green Line,89,102,-13,G-03,1,0,Cloudy
2026-02-13,13:45,Friday,NHPC Chowk,Violet Line,167,131,36,G-03,0,0,Cloudy
2026-02-18,08:45,Wednesday,Udyog Bhawan,Yellow Line,158,143,15,G-04,1,0,Cloudy
2026-02-19,05:15,Thursday,AIIMS,Yellow Line,25,26,-1,G-01,0,0,Clear
2026-02-22,12:45,Sunday,Kalkaji Mandir,Violet Line,26,35,-9,G-03,0,1,Clear
2026-01-03,05:00,Saturday,Rohini East,Red Line,29,30,-1,G-07,0,0,Smoggy
2026-01-29,14:45,Thursday,Dilshad Garden,Red Line,81,108,-27,G-03,0,0,Foggy
2026-01-12,22:45,Monday,Sikanderpur,Yellow Line,75,71,4,G-07,0,0,Clear
2026-02-11,07:15,Wednesday,Sarita Vihar,Violet Line,55,57,-2,G-02,0,0,Foggy
2026-02-11,10:00,Wednesday,Harkesh Nagar Okhla,Violet Line,193,137,56,G-05,1,0,Smoggy
2026-02-11,22:15,Wednesday,Barakhamba Road,Blue Line,33,30,3,G-05,0,0,Cloudy
2026-01-17,14:00,Saturday,Dilshad Garden,Red Line,99,95,4,G-06,0,0,Foggy
2026-01-24,14:45,Saturday,MG Road,Yellow Line,33,31,2,G-03,0,0,Clear
2026-01-27,07:00,Tuesday,Race Course,Yellow Line,80,63,17,G-02,0,0,Foggy
2026-01-03,05:30,Saturday,Samaypur Badli,Yellow Line,76,56,20,G-05,0,0,Foggy
2026-01-20,06:45,Tuesday,MG Road,Yellow Line,24,27,-3,G-07,0,0,Clear
2026-02-04,15:00,Wednesday,Khan Market,Violet Line,28,26,2,G-06,0,0,Smoggy
2026-02-06,10:15,Friday,Samaypur Badli,Yellow Line,186,149,37,G-04,1,0,Foggy
2026-02-23,17:30,Monday,Madipur,Green Line,311,252,59,G-02,1,0,Clear
2026-01-30,12:00,Friday,Rithala,Red Line,96,108,-12,G-01,0,0,Foggy
2026-02-21,21:00,Saturday,Noida Sector 16,Blue Line,25,22,3,G-04,0,0,Clear
2026-02-09,18:15,Monday,Tughlakabad,Violet Line,177,138,39,G-06,1,0,Foggy
2026-01-13,11:15,Tuesday,Inderlok,Red Line,58,70,-12,G-01,0,0,Foggy
2026-02-06,14:15,Friday,Patel Chowk,Yellow Line,28,24,4,G-02,0,0,Clear
2026-02-18,16:30,Wednesday,Peeragarhi,Green Line,74,69,5,G-01,0,0,Foggy
2026-01-06,20:30,Tuesday,JLN Stadium,Violet Line,69,69,0,G-06,0,0,Foggy
2026-02-24,12:30,Tuesday,Pragati Maidan,Blue Line,86,121,-35,G-07,0,0,Clear
2026-02-12,14:15,Thursday,Haiderpur Badli Mor,Yellow Line,34,24,10,G-03,0,0,Foggy
2026-01-04,23:30,Sunday,Barakhamba Road,Blue Line,31,35,-4,G-04,0,1,Cloudy
2026-02-17,22:15,Tuesday,Shahdara,Red Line,38,36,2,G-04,0,0,Foggy
2026-02-06,18:15,Friday,Ghitorni,Yellow Line,161,147,14,G-07,1,0,Cloudy
2026-02-24,21:15,Tuesday,Dilshad Garden,Red Line,92,100,-8,G-03,0,0,Rainy
2026-01-21,22:15,Wednesday,Ashok Park Main,Green Line,44,53,-9,G-04,0,0,Foggy
2026-01-01,17:15,Thursday,Shastri Nagar,Red Line,198,151,47,G-01,1,0,Rainy
2026-01-23,13:00,Friday,Mandi House,Blue Line,198,203,-5,G-02,0,0,Foggy
2026-02-05,15:30,Thursday,Madipur,Green Line,38,44,-6,G-05,0,0,Clear
2026-01-17,12:15,Saturday,Tis Hazari,Red Line,69,62,7,G-04,0,0,Foggy
2026-02-24,06:45,Tuesday,Seelampur,Red Line,13,11,2,G-07,0,0,Foggy
2026-01-13,10:00,Tuesday,Qutab Minar,Yellow Line,168,151,17,G-06,1,0,Foggy
2026-01-02,20:45,Friday,NHPC Chowk,Violet Line,136,127,9,G-01,0,0,Foggy
2026-02-07,05:45,Saturday,Mewala Maharajpur,Violet Line,57,64,-7,G-06,0,0,Smoggy
2026-01-10,17:00,Saturday,Keshav Puram,Red Line,282,259,23,G-06,1,0,Cloudy
2026-02-06,22:30,Friday,Vidhan Sabha,Yellow Line,39,43,-4,G-04,0,0,Foggy
2026-02-15,05:45,Sunday,Uttam Nagar East,Blue Line,32,31,1,G-05,0,1,Clear
2026-02-09,18:45,Monday,Welcome,Red Line,179,175,4,G-03,1,0,Foggy
2026-01-03,15:15,Saturday,Samaypur Badli,Yellow Line,36,37,-1,G-04,0,0,Foggy
2026-01-23,17:00,Friday,Karol Bagh,Blue Line,349,369,-20,G-01,1,0,Clear
2026-02-07,06:30,Saturday,Welcome,Red Line,56,53,3,G-02,0,0,Foggy
2026-01-12,18:30,Monday,Kailash Colony,Violet Line,189,106,83,G-05,1,0,Foggy
2026-01-05,13:00,Monday,Shivaji Park,Green Line,106,108,-2,G-02,0,0,Foggy
2026-01-18,23:45,Sunday,Kohat Enclave,Red Line,35,26,9,G-07,0,1,Clear
2026-01-03,13:45,Saturday,Mewala Maharajpur,Violet Line,97,97,0,G-07,0,0,Cloudy
2026-02-07,10:45,Saturday,Pitampura,Red Line,250,209,41,G-07,1,0,Cloudy
2026-02-14,17:45,Saturday,Nangloi Railway Station,Green Line,223,223,0,G-01,1,0,Clear
2026-02-26,05:15,Thursday,Rohini East,Red Line,37,29,8,G-01,0,1,Clear
2026-02-11,08:30,Wednesday,Mohan Estate,Violet Line,173,138,35,G-02,1,0,Clear
2026-01-05,06:15,Monday,Rohini West,Red Line,30,31,-1,G-05,0,0,Cloudy
2026-02-12,20:15,Thursday,Adarsh Nagar,Yellow Line,175,159,16,G-03,0,0,Clear
2026-01-30,13:30,Friday,Rajiv Chowk,Blue Line,364,413,-49,G-04,0,0,Foggy
2026-02-12,22:15,Thursday,Janpath,Violet Line,57,57,0,G-05,0,0,Foggy
2026-02-16,06:15,Monday,Ashok Park Main,Green Line,76,55,21,G-04,0,0,Clear
2026-01-11,06:00,Sunday,Mundka,Green Line,41,38,3,G-02,0,1,Cloudy
2026-02-13,23:15,Friday,Hauz Khas,Yellow Line,96,93,3,G-02,0,0,Foggy
2026-01-18,09:45,Sunday,INA,Yellow Line,29,21,8,G-02,1,1,Foggy
2026-02-04,19:30,Wednesday,Rithala,Red Line,181,199,-18,G-07,1,0,Clear
2026-02-23,08:45,Monday,Kirti Nagar,Blue Line,134,109,25,G-07,1,0,Foggy
2026-02-19,21:15,Thursday,Civil Lines,Yellow Line,33,27,6,G-01,0,0,Foggy
2026-01-05,06:45,Monday,Peeragarhi,Green Line,38,38,0,G-02,0,0,Foggy
2026-01-08,10:30,Thursday,Rajendra Place,Blue Line,197,202,-5,G-01,1,0,Rainy
2026-02-14,14:30,Saturday,Kashmere Gate,Yellow Line,152,131,21,G-06,0,0,Foggy
2026-02-21,15:15,Saturday,Malviya Nagar,Yellow Line,21,18,3,G-01,0,0,Cloudy
2026-02-27,07:15,Friday,Badarpur Border,Violet Line,125,122,3,G-04,0,0,Clear
2026-01-08,18:15,Thursday,Vishwavidyalaya,Yellow Line,499,528,-29,G-04,1,0,Clear
2026-02-04,07:30,Wednesday,Central Secretariat,Yellow Line,241,235,6,G-06,0,0,Smoggy
2026-02-08,16:00,Sunday,Pratap Nagar,Red Line,26,26,0,G-01,0,1,Foggy
2026-01-20,10:15,Tuesday,Escorts Mujesar,Violet Line,184,199,-15,G-07,1,0,Foggy
2026-01-10,09:00,Saturday,Indraprastha,Blue Line,128,123,5,G-05,1,0,Foggy
2026-01-09,17:15,Friday,Bata Chowk,Violet Line,233,153,80,G-04,1,0,Foggy
2026-02-06,05:00,Friday,Noida Sector 16,Blue Line,54,56,-2,G-04,0,0,Rainy
2026-01-29,21:15,Thursday,Civil Lines,Yellow Line,53,45,8,G-02,0,0,Clear
2026-01-06,23:45,Tuesday,Punjabi Bagh,Green Line,38,36,2,G-04,0,0,Clear
2026-01-22,18:15,Thursday,Civil Lines,Yellow Line,185,175,10,G-06,1,0,Clear
2026-01-21,21:00,Wednesday,Mewala Maharajpur,Violet Line,38,37,1,G-01,0,0,Cloudy
2026-02-22,15:30,Sunday,Barakhamba Road,Blue Line,35,31,4,G-04,0,1,Smoggy
2026-02-06,16:00,Friday,Kanhaiya Nagar,Red Line,68,63,5,G-05,0,0,Smoggy
2026-01-25,23:00,Sunday,NHPC Chowk,Violet Line,24,28,-4,G-07,0,1,Cloudy
2026-01-30,10:30,Friday,Old Faridabad,Violet Line,170,158,12,G-06,1,0,Foggy
2026-01-05,10:30,Monday,Central Secretariat,Yellow Line,409,334,75,G-07,1,0,Cloudy
2026-01-26,15:30,Monday,Saket,Yellow Line,20,17,3,G-02,0,1,Cloudy
2026-01-16,17:00,Friday,Inderlok,Red Line,207,183,24,G-02,1,0,Cloudy
2026-02-23,07:00,Monday,Brigadier Hoshiar Singh,Green Line,79,77,2,G-07,0,0,Smoggy
2026-02-13,14:30,Friday,Hauz Khas,Yellow Line,131,136,-5,G-06,0,0,Clear
2026-02-14,17:00,Saturday,Shastri Park,Red Line,155,132,23,G-03,1,0,Foggy
2026-01-14,18:15,Wednesday,MG Road,Yellow Line,148,111,37,G-07,1,0,Clear
2026-02-17,08:30,Tuesday,Rohini Sector 18,Yellow Line,217,198,19,G-05,1,0,Rainy
2026-01-16,05:15,Friday,Chandni Chowk,Yellow Line,157,148,9,G-03,0,0,Smoggy
2026-02-23,18:15,Monday,Rajdhani Park,Green Line,324,292,32,G-02,1,0,Cloudy
2026-01-30,07:00,Friday,Sarita Vihar,Violet Line,142,150,-8,G-04,0,0,Cloudy
2026-02-04,13:15,Wednesday,Patel Chowk,Yellow Line,133,128,5,G-07,0,0,Clear
2026-01-15,06:30,Thursday,Model Town,Yellow Line,14,14,0,G-03,0,0,Clear
2026-01-05,19:30,Monday,Saket,Yellow Line,295,275,20,G-06,1,0,Cloudy
2026-02-11,20:30,Wednesday,MG Road,Yellow Line,145,133,12,G-04,0,0,Rainy
2026-01-05,09:30,Monday,Inderlok,Red Line,117,109,8,G-03,1,0,Clear
2026-02-03,06:45,Tuesday,NHPC Chowk,Violet Line,23,18,5,G-02,0,0,Clear
2026-01-23,14:45,Friday,Noida Sector 16,Blue Line,19,21,-2,G-04,0,0,Cloudy
2026-02-18,16:30,Wednesday,Sarai,Violet Line,103,82,21,G-03,0,0,Foggy
2026-02-21,05:45,Saturday,Harkesh Nagar Okhla,Violet Line,37,29,8,G-03,0,0,Clear
2026-02-23,16:45,Monday,Inderlok,Red Line,71,71,0,G-05,0,0,Clear
2026-02-04,18:15,Wednesday,Karol Bagh,Blue Line,413,487,-74,G-07,1,0,Rainy
2026-02-08,05:45,Sunday,NHPC Chowk,Violet Line,22,20,2,G-06,0,1,Clear
2026-02-20,22:15,Friday,Sikanderpur,Yellow Line,57,64,-7,G-02,0,0,Clear
2026-02-13,10:15,Friday,Mandi House,Blue Line,262,281,-19,G-07,1,0,Cloudy
2026-02-08,15:45,Sunday,Rajouri Garden,Blue Line,104,92,12,G-07,0,1,Clear
2026-02-10,13:30,Tuesday,Shivaji Park,Green Line,138,123,15,G-01,0,0,Smoggy
2026-01-28,05:45,Wednesday,Kashmere Gate,Yellow Line,132,137,-5,G-03,0,0,Smoggy
2026-01-04,11:30,Sunday,Sarita Vihar,Violet Line,27,28,-1,G-02,0,1,Rainy
2026-01-11,22:30,Sunday,Netaji Subhash Place,Red Line,42,44,-2,G-04,0,1,Clear
2026-01-15,22:30,Thursday,Kanhaiya Nagar,Red Line,14,13,1,G-03,0,0,Foggy
2026-02-01,08:15,Sunday,Bata Chowk,Violet Line,38,53,-15,G-03,1,1,Foggy
2026-01-24,23:00,Saturday,Madipur,Green Line,20,22,-2,G-05,0,0,Smoggy
2026-01-17,15:15,Saturday,Samaypur Badli,Yellow Line,49,47,2,G-06,0,0,Rainy
2026-01-17,23:30,Saturday,AIIMS,Yellow Line,43,39,4,G-01,0,0,Clear
2026-01-11,06:45,Sunday,Rohini East,Red Line,33,31,2,G-03,0,1,Foggy
2026-01-16,10:30,Friday,Kalkaji Mandir,Violet Line,223,246,-23,G-06,1,0,Rainy
2026-02-14,07:15,Saturday,Barakhamba Road,Blue Line,98,94,4,G-03,0,0,Clear
2026-02-09,22:00,Monday,NHPC Chowk,Violet Line,18,14,4,G-01,0,0,Cloudy
2026-02-03,06:30,Tuesday,Jor Bagh,Yellow Line,43,46,-3,G-05,0,0,Foggy
2026-01-29,19:15,Thursday,Sikanderpur,Yellow Line,418,441,-23,G-02,1,0,Smoggy
2026-01-04,16:00,Sunday,Central Secretariat,Yellow Line,70,79,-9,G-03,0,1,Foggy
2026-02-09,11:30,Monday,Ramesh Nagar,Blue Line,118,91,27,G-04,0,0,Clear
2026-01-10,10:00,Saturday,Lal Quila,Violet Line,242,233,9,G-06,1,0,Rainy
2026-01-15,17:00,Thursday,JLN Stadium,Violet Line,229,189,40,G-05,1,0,Foggy
2026-01-02,19:30,Friday,Mewala Maharajpur,Violet Line,159,144,15,G-03,1,0,Clear
2026-02-10,08:15,Tuesday,Udyog Nagar,Green Line,188,126,62,G-06,1,0,Smoggy
2026-02-14,07:00,Saturday,Brigadier Hoshiar Singh,Green Line,106,79,27,G-03,0,0,Cloudy
2026-02-14,18:45,Saturday,Chhattarpur,Yellow Line,99,115,-16,G-06,1,0,Clear
2026-01-30,12:30,Friday,Badkhal Mor,Violet Line,108,104,4,G-01,0,0,Clear
2026-02-19,23:00,Thursday,Model Town,Yellow Line,22,22,0,G-05,0,0,Cloudy
2026-02-20,15:15,Friday,Indraprastha,Blue Line,23,35,-12,G-01,0,0,Foggy
2026-02-08,20:45,Sunday,Dwarka,Blue Line,26,27,-1,G-06,0,1,Cloudy
2026-02-17,15:00,Tuesday,Patel Chowk,Yellow Line,54,37,17,G-06,0,0,Cloudy
2026-01-31,18:45,Saturday,Jor Bagh,Yellow Line,150,128,22,G-01,1,0,Foggy
2026-02-21,23:30,Saturday,Shivaji Park,Green Line,37,39,-2,G-03,0,0,Cloudy
2026-01-23,08:00,Friday,Nehru Place,Violet Line,482,499,-17,G-03,1,0,Rainy
2026-01-26,16:45,Monday,INA,Yellow Line,39,34,5,G-01,0,1,Smoggy
2026-01-14,16:30,Wednesday,AIIMS,Yellow Line,75,81,-6,G-06,0,0,Clear
2026-02-25,15:45,Wednesday,Rajendra Place,Blue Line,34,33,1,G-01,0,0,Smoggy
2026-01-21,14:45,Wednesday,Pulbangash,Red Line,57,57,0,G-03,0,0,Clear
2026-02-05,16:45,Thursday,Chandni Chowk,Yellow Line,394,340,54,G-01,0,0,Cloudy
2026-02-13,19:15,Friday,Mohan Estate,Violet Line,159,169,-10,G-05,1,0,Clear
2026-01-29,06:30,Thursday,Inderlok,Red Line,39,38,1,G-04,0,0,Foggy
2026-01-31,09:30,Saturday,INA,Yellow Line,148,147,1,G-04,1,0,Clear
2026-02-08,16:15,Sunday,Shivaji Park,Green Line,33,35,-2,G-01,0,1,Foggy
2026-01-06,15:15,Tuesday,Tis Hazari,Red Line,51,52,-1,G-01,0,0,Foggy
2026-02-08,19:00,Sunday,Sarita Vihar,Violet Line,29,30,-1,G-03,1,1,Foggy
2026-01-30,08:30,Friday,Nehru Place,Violet Line,242,344,-102,G-06,1,0,Foggy
2026-02-20,11:15,Friday,Lal Quila,Violet Line,79,92,-13,G-05,0,0,Clear
2026-01-14,06:45,Wednesday,Sector 28,Violet Line,40,46,-6,G-07,0,0,Clear
2026-01-17,14:15,Saturday,Pratap Nagar,Red Line,28,33,-5,G-02,0,0,Clear
2026-02-20,07:30,Friday,Mohan Estate,Violet Line,153,180,-27,G-03,0,0,Foggy
2026-01-10,21:15,Saturday,Rajendra Place,Blue Line,48,42,6,G-01,0,0,Foggy
2026-01-16,09:00,Friday,Mundka,Green Line,124,132,-8,G-06,1,0,Clear
2026-01-17,07:00,Saturday,Paschim Vihar East,Green Line,78,85,-7,G-04,0,0,Smoggy
2026-02-28,08:00,Saturday,GTB Nagar,Yellow Line,189,178,11,G-03,1,0,Cloudy
2026-02-24,12:15,Tuesday,Dwarka,Blue Line,81,96,-15,G-02,0,0,Rainy
2026-02-23,17:45,Monday,Ghitorni,Yellow Line,212,157,55,G-07,1,0,Clear
2026-01-06,05:15,Tuesday,Janpath,Violet Line,32,31,1,G-02,0,0,Cloudy
2026-01-16,10:15,Friday,Satguru Ram Singh Marg,Green Line,263,218,45,G-05,1,0,Rainy
2026-02-20,15:45,Friday,Sultanpur,Yellow Line,41,41,0,G-05,0,0,Cloudy
2026-02-04,08:30,Wednesday,NHPC Chowk,Violet Line,131,101,30,G-06,1,0,Foggy
2026-02-08,06:45,Sunday,Rajdhani Park,Green Line,29,28,1,G-06,0,1,Rainy
2026-01-11,05:15,Sunday,Pragati Maidan,Blue Line,29,23,6,G-03,0,1,Foggy
2026-02-14,17:45,Saturday,Sarita Vihar,Violet Line,191,176,15,G-05,1,0,Rainy
2026-02-09,12:00,Monday,Rohini West,Red Line,141,138,3,G-02,0,0,Foggy
2026-01-18,22:30,Sunday,Vidhan Sabha,Yellow Line,33,26,7,G-03,0,1,Clear
2026-01-26,11:30,Monday,Moolchand,Violet Line,25,34,-9,G-04,0,1,Foggy
2026-02-04,19:30,Wednesday,INA,Yellow Line,225,278,-53,G-04,1,0,Clear
2026-02-06,14:45,Friday,Jangpura,Violet Line,70,66,4,G-07,0,0,Cloudy
2026-01-16,05:45,Friday,Indraprastha,Blue Line,50,37,13,G-06,0,0,Cloudy
2026-01-25,21:15,Sunday,IFFCO Chowk,Yellow Line,42,30,12,G-04,0,1,Clear
