date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-01-25,23:20,Sunday,DMT-R010,Yellow Line,Arjan Garh,7,340,74,22.0,Low,0,1,Rainy
2026-01-10,23:35,Saturday,DMT-B021,Blue Line,Mandi House,5,340,50,14.8,Low,0,0,Foggy
2026-02-01,08:20,Sunday,DMT-R021,Yellow Line,Central Secretariat,8,320,58,18.3,Low,1,1,Clear
2026-01-11,22:05,Sunday,DMT-V020,Blue Line,Noida Sector 15,7,340,75,22.3,Low,0,1,Foggy
2026-01-18,07:00,Sunday,DMT-R003,Green Line,Kirti Nagar,1,320,41,13.0,Low,0,1,Clear
2026-01-04,16:05,Sunday,DMT-B025,Violet Line,Badarpur Border,5,320,57,17.9,Low,0,1,Cloudy
2026-01-20,13:10,Tuesday,DMT-R016,Green Line,Nangloi,4,340,287,84.5,High,0,0,Smoggy
2026-02-03,06:45,Tuesday,DMT-V004,Red Line,Tis Hazari,6,350,99,28.3,Low,0,0,Rainy
2026-02-20,12:15,Friday,DMT-B015,Blue Line,Mandi House,8,300,146,48.9,Low,0,0,Foggy
2026-02-25,20:30,Wednesday,DMT-R008,Violet Line,Sarita Vihar,3,340,196,57.7,Medium,0,0,Clear
2026-02-20,06:25,Friday,DMT-V013,Green Line,Rajdhani Park,3,300,29,9.8,Low,0,0,Clear
2026-02-21,15:30,Saturday,DMT-Y011,Yellow Line,Patel Chowk,3,350,79,22.6,Low,0,0,Cloudy
2026-01-04,09:25,Sunday,DMT-V002,Yellow Line,Malviya Nagar,4,350,51,14.8,Low,1,1,Cloudy
2026-01-22,14:15,Thursday,DMT-Y004,Yellow Line,Patel Chowk,4,340,68,20.2,Low,0,0,Cloudy
2026-01-06,19:30,Tuesday,DMT-R002,Violet Line,Khan Market,3,300,269,89.7,High,1,0,Clear
2026-01-24,14:30,Saturday,DMT-G010,Blue Line,Dwarka Sector 8,2,350,48,14.0,Low,0,0,Clear
2026-01-02,15:05,Friday,DMT-R011,Green Line,Mundka,2,320,68,21.5,Low,0,0,Rainy
2026-01-16,14:35,Friday,DMT-G016,Violet Line,Moolchand,6,320,116,36.5,Low,0,0,Cloudy
2026-02-10,06:45,Tuesday,DMT-Y008,Violet Line,Nehru Place,4,300,81,27.1,Low,0,0,Smoggy
2026-01-21,07:30,Wednesday,DMT-G010,Yellow Line,Race Course,7,350,100,28.7,Low,0,0,Foggy
2026-01-02,15:40,Friday,DMT-R001,Blue Line,Dwarka Sector 8,2,350,79,22.7,Low,0,0,Foggy
2026-02-25,21:55,Wednesday,DMT-Y017,Green Line,Maharaja Surajmal Stadium,1,300,88,29.4,Low,0,0,Foggy
2026-02-23,21:00,Monday,DMT-G006,Violet Line,Old Faridabad,2,320,33,10.5,Low,0,0,Clear
2026-02-13,19:25,Friday,DMT-Y006,Violet Line,Janpath,7,340,290,85.4,High,1,0,Foggy
2026-01-30,14:20,Friday,DMT-R004,Violet Line,Delhi Gate,5,320,34,10.9,Low,0,0,Foggy
2026-02-26,12:50,Thursday,DMT-B004,Green Line,Paschim Vihar East,3,350,81,23.4,Low,0,1,Smoggy
2026-02-04,11:50,Wednesday,DMT-V010,Yellow Line,Green Park,7,340,103,30.4,Low,0,0,Foggy
2026-02-17,05:25,Tuesday,DMT-B007,Violet Line,Sarai,3,320,80,25.3,Low,0,0,Clear
2026-01-15,11:15,Thursday,DMT-R007,Violet Line,Mewala Maharajpur,8,300,100,33.5,Low,0,0,Foggy
2026-01-23,16:40,Friday,DMT-Y013,Green Line,Paschim Vihar West,2,320,138,43.3,Low,0,0,Smoggy
2026-02-11,20:50,Wednesday,DMT-V017,Red Line,Shahdara,2,300,107,36.0,Low,0,0,Clear
2026-02-26,14:40,Thursday,DMT-Y022,Violet Line,Govindpuri,2,320,65,20.5,Low,0,1,Foggy
2026-01-15,12:20,Thursday,DMT-R016,Green Line,Rajdhani Park,8,350,229,65.6,Medium,0,0,Clear
2026-02-15,12:55,Sunday,DMT-V024,Violet Line,Janpath,8,300,56,19.0,Low,0,1,Smoggy
2026-02-14,05:40,Saturday,DMT-G016,Blue Line,Noida Sector 16,1,300,47,15.7,Low,0,0,Cloudy
2026-01-28,09:45,Wednesday,DMT-Y024,Red Line,Shahdara,2,350,336,96.2,High,1,0,Smoggy
2026-01-27,08:25,Tuesday,DMT-G014,Green Line,Udyog Nagar,6,320,384,120.0,Overcrowded,1,0,Cloudy
2026-01-07,18:15,Wednesday,DMT-V019,Blue Line,Dwarka Sector 21,7,320,171,53.5,Medium,1,0,Clear
2026-01-01,22:00,Thursday,DMT-B002,Yellow Line,GTB Nagar,6,350,99,28.6,Low,0,0,Clear
2026-01-16,16:15,Friday,DMT-B011,Green Line,Udyog Nagar,8,350,157,45.0,Low,0,0,Clear
2026-01-19,18:25,Monday,DMT-B011,Yellow Line,Arjan Garh,7,350,420,120.0,Overcrowded,1,0,Foggy
2026-01-18,09:15,Sunday,DMT-B024,Red Line,Dilshad Garden,7,320,67,21.1,Low,1,1,Foggy
2026-02-10,23:50,Tuesday,DMT-R020,Violet Line,Bata Chowk,3,350,100,28.6,Low,0,0,Foggy
2026-02-19,22:20,Thursday,DMT-Y002,Yellow Line,Chandni Chowk,8,320,35,11.1,Low,0,0,Foggy
2026-02-07,05:30,Saturday,DMT-Y019,Red Line,Kashmere Gate,3,300,66,22.2,Low,0,0,Clear
2026-01-18,12:15,Sunday,DMT-G022,Red Line,Rohini West,4,300,40,13.4,Low,0,1,Rainy
2026-02-25,17:40,Wednesday,DMT-Y024,Violet Line,Kalkaji Mandir,1,300,238,79.4,Medium,1,0,Foggy
2026-02-11,18:45,Wednesday,DMT-R015,Green Line,Punjabi Bagh,3,340,217,63.9,Medium,1,0,Cloudy
2026-01-04,14:50,Sunday,DMT-V012,Red Line,Rohini East,4,350,36,10.4,Low,0,1,Cloudy
2026-02-24,05:45,Tuesday,DMT-R006,Blue Line,Rajouri Garden,2,340,115,33.9,Low,0,0,Foggy
2026-01-01,15:00,Thursday,DMT-Y013,Yellow Line,Malviya Nagar,5,320,56,17.5,Low,0,0,Cloudy
2026-02-01,09:10,Sunday,DMT-G007,Blue Line,Rajiv Chowk,7,340,56,16.7,Low,1,1,Cloudy
2026-01-06,08:00,Tuesday,DMT-R009,Red Line,Netaji Subhash Place,7,320,291,91.0,High,1,0,Smoggy
2026-01-15,06:30,Thursday,DMT-R001,Violet Line,Kalkaji Mandir,4,350,72,20.8,Low,0,0,Foggy
2026-01-25,08:45,Sunday,DMT-G025,Yellow Line,Saket,4,340,53,15.9,Low,1,1,Smoggy
2026-01-23,21:55,Friday,DMT-V013,Violet Line,Lal Quila,8,320,37,11.7,Low,0,0,Clear
2026-02-03,13:40,Tuesday,DMT-B013,Red Line,Shahdara,6,320,106,33.3,Low,0,0,Clear
2026-01-02,23:25,Friday,DMT-Y010,Red Line,Dilshad Garden,2,300,45,15.3,Low,0,0,Clear
2026-02-13,12:10,Friday,DMT-V004,Violet Line,Jangpura,6,350,290,82.9,High,0,0,Foggy
2026-01-09,06:30,Friday,DMT-B004,Violet Line,Tughlakabad,8,340,78,23.2,Low,0,0,Clear
2026-02-12,14:25,Thursday,DMT-Y013,Green Line,Maharaja Surajmal Stadium,4,340,73,21.7,Low,0,0,Clear
2026-01-22,22:45,Thursday,DMT-B022,Red Line,Shastri Park,8,350,46,13.4,Low,0,0,Cloudy
2026-02-26,09:50,Thursday,DMT-V005,Violet Line,Bata Chowk,8,320,49,15.3,Low,1,1,Cloudy
2026-02-02,10:25,Monday,DMT-V020,Blue Line,Ramesh Nagar,3,300,209,69.7,Medium,1,0,Foggy
2026-01-22,06:00,Thursday,DMT-R014,Green Line,Satguru Ram Singh Marg,8,320,55,17.2,Low,0,0,Foggy
2026-01-02,18:35,Friday,DMT-Y001,Violet Line,Khan Market,1,340,385,113.4,Overcrowded,1,0,Foggy
2026-02-17,16:20,Tuesday,DMT-V001,Violet Line,Kailash Colony,2,340,137,40.5,Low,0,0,Clear
2026-02-18,21:00,Wednesday,DMT-Y006,Violet Line,Moolchand,7,300,50,17.0,Low,0,0,Foggy
2026-02-09,16:35,Monday,DMT-V024,Green Line,Maharaja Surajmal Stadium,8,340,173,51.2,Medium,0,0,Clear
2026-01-28,06:35,Wednesday,DMT-G017,Yellow Line,HUDA City Centre,3,300,57,19.1,Low,0,0,Foggy
2026-02-07,14:10,Saturday,DMT-R010,Green Line,Madipur,5,320,44,13.9,Low,0,0,Smoggy
2026-01-26,18:40,Monday,DMT-Y012,Violet Line,Jama Masjid,5,340,63,18.8,Low,1,1,Clear
2026-02-01,05:40,Sunday,DMT-R024,Violet Line,Jasola Apollo,8,350,61,17.5,Low,0,1,Foggy
2026-02-12,21:55,Thursday,DMT-B002,Violet Line,Delhi Gate,1,350,114,32.7,Low,0,0,Foggy
2026-01-21,08:25,Wednesday,DMT-Y012,Violet Line,Delhi Gate,6,300,195,65.2,Medium,1,0,Foggy
2026-01-16,05:45,Friday,DMT-Y007,Red Line,Netaji Subhash Place,3,350,44,12.6,Low,0,0,Foggy
2026-02-07,21:05,Saturday,DMT-G005,Yellow Line,Sikanderpur,6,340,44,13.1,Low,0,0,Cloudy
2026-02-19,05:25,Thursday,DMT-G014,Green Line,Shivaji Park,7,350,47,13.4,Low,0,0,Clear
2026-01-30,11:30,Friday,DMT-B006,Blue Line,Dwarka Sector 21,3,340,127,37.6,Low,0,0,Clear
2026-02-04,09:05,Wednesday,DMT-Y009,Red Line,Rohini West,8,320,284,89.0,High,1,0,Clear
2026-02-03,21:00,Tuesday,DMT-G005,Yellow Line,Green Park,7,340,33,9.8,Low,0,0,Cloudy
2026-02-09,05:10,Monday,DMT-R008,Red Line,Netaji Subhash Place,4,300,29,9.7,Low,0,0,Foggy
2026-01-03,09:35,Saturday,DMT-B005,Green Line,Satguru Ram Singh Marg,6,300,294,98.2,High,1,0,Cloudy
2026-01-19,22:15,Monday,DMT-G020,Yellow Line,Udyog Bhawan,5,350,75,21.5,Low,0,0,Clear
2026-02-19,11:55,Thursday,DMT-Y012,Violet Line,Delhi Gate,1,340,254,74.9,Medium,0,0,Clear
2026-01-15,22:35,Thursday,DMT-R014,Violet Line,Mandi House,2,320,63,19.8,Low,0,0,Clear
2026-01-14,09:35,Wednesday,DMT-V021,Red Line,Dilshad Garden,7,350,266,76.1,Medium,1,0,Clear
2026-02-28,23:05,Saturday,DMT-R015,Green Line,Shivaji Park,3,340,79,23.5,Low,0,0,Cloudy
2026-02-28,20:00,Saturday,DMT-Y021,Red Line,Pitampura,7,320,154,48.3,Low,0,0,Foggy
2026-01-17,17:20,Saturday,DMT-G023,Violet Line,Old Faridabad,5,340,408,120.0,Overcrowded,1,0,Clear
2026-02-10,17:00,Tuesday,DMT-V002,Red Line,Dilshad Garden,6,340,173,51.2,Medium,1,0,Foggy
2026-01-13,18:20,Tuesday,DMT-Y010,Green Line,Kirti Nagar,2,340,408,120.0,Overcrowded,1,0,Clear
2026-02-04,05:05,Wednesday,DMT-G016,Blue Line,Dwarka,7,340,105,31.1,Low,0,0,Clear
2026-02-25,06:40,Wednesday,DMT-V016,Violet Line,JLN Stadium,3,350,79,22.7,Low,0,0,Rainy
2026-01-09,15:50,Friday,DMT-B023,Yellow Line,Model Town,2,320,29,9.2,Low,0,0,Clear
2026-02-13,17:55,Friday,DMT-V015,Red Line,Dilshad Garden,2,350,342,97.9,High,1,0,Rainy
2026-02-06,07:50,Friday,DMT-Y009,Yellow Line,Chawri Bazar,6,340,85,25.3,Low,0,0,Cloudy
2026-01-30,17:55,Friday,DMT-R022,Green Line,Ashok Park Main,7,300,172,57.3,Medium,1,0,Clear
2026-02-22,17:30,Sunday,DMT-Y008,Yellow Line,Patel Chowk,3,300,51,17.1,Low,1,1,Rainy
2026-01-07,15:50,Wednesday,DMT-V005,Yellow Line,AIIMS,5,350,67,19.3,Low,0,0,Smoggy
2026-01-14,11:30,Wednesday,DMT-R006,Green Line,Ashok Park Main,4,340,219,64.7,Medium,0,0,Clear
2026-01-30,20:10,Friday,DMT-G008,Red Line,Inderlok,1,300,127,42.4,Low,0,0,Foggy
2026-01-15,20:30,Thursday,DMT-B013,Green Line,Madipur,2,300,110,36.7,Low,0,0,Clear
2026-01-19,20:30,Monday,DMT-R013,Violet Line,Jasola Apollo,5,340,209,61.6,Medium,0,0,Clear
2026-01-07,21:20,Wednesday,DMT-R018,Blue Line,Karol Bagh,2,300,51,17.3,Low,0,0,Clear
2026-01-19,17:35,Monday,DMT-R007,Violet Line,Raja Nahar Singh,4,300,215,71.7,Medium,1,0,Foggy
2026-02-26,19:05,Thursday,DMT-Y012,Violet Line,Badarpur Border,1,350,49,14.0,Low,1,1,Rainy
2026-01-18,15:35,Sunday,DMT-Y007,Green Line,Brigadier Hoshiar Singh,1,320,42,13.3,Low,0,1,Smoggy
2026-01-22,22:50,Thursday,DMT-G020,Blue Line,Rajendra Place,2,340,58,17.1,Low,0,0,Clear
2026-01-15,17:50,Thursday,DMT-Y018,Blue Line,Moti Nagar,2,350,244,69.8,Medium,1,0,Clear
2026-01-09,15:30,Friday,DMT-R013,Blue Line,Pragati Maidan,2,300,77,25.8,Low,0,0,Smoggy
2026-02-08,16:45,Sunday,DMT-B019,Yellow Line,AIIMS,3,300,49,16.6,Low,0,1,Cloudy
2026-02-23,17:55,Monday,DMT-V025,Yellow Line,Green Park,6,350,420,120.0,Overcrowded,1,0,Foggy
2026-02-18,20:30,Wednesday,DMT-B016,Red Line,Pitampura,5,300,181,60.4,Medium,0,0,Rainy
2026-01-30,07:55,Friday,DMT-G024,Green Line,Shivaji Park,6,340,133,39.2,Low,0,0,Cloudy
2026-02-07,18:50,Saturday,DMT-G021,Blue Line,Indraprastha,7,320,166,51.9,Medium,1,0,Clear
2026-02-09,13:40,Monday,DMT-G002,Violet Line,Old Faridabad,8,300,102,34.0,Low,0,0,Clear
2026-01-10,17:50,Saturday,DMT-B020,Violet Line,Sarita Vihar,1,300,273,91.1,High,1,0,Cloudy
2026-01-23,05:10,Friday,DMT-V012,Red Line,Kohat Enclave,3,350,50,14.4,Low,0,0,Rainy
2026-02-19,05:35,Thursday,DMT-G013,Red Line,Seelampur,3,300,59,19.9,Low,0,0,Foggy
2026-02-03,09:10,Tuesday,DMT-B001,Yellow Line,Central Secretariat,7,350,247,70.8,Medium,1,0,Cloudy
2026-01-19,08:50,Monday,DMT-B002,Blue Line,Janakpuri West,4,300,259,86.4,High,1,0,Foggy
2026-01-18,07:50,Sunday,DMT-V008,Yellow Line,Chandni Chowk,3,320,56,17.6,Low,0,1,Smoggy
2026-01-17,23:10,Saturday,DMT-V002,Blue Line,Ramesh Nagar,4,300,74,24.8,Low,0,0,Clear
2026-01-18,14:40,Sunday,DMT-R024,Yellow Line,Chandni Chowk,1,340,73,21.5,Low,0,1,Clear
2026-02-16,16:55,Monday,DMT-G013,Yellow Line,Race Course,7,340,158,46.6,Low,0,0,Foggy
2026-02-22,12:40,Sunday,DMT-V022,Yellow Line,New Delhi,5,320,43,13.6,Low,0,1,Foggy
2026-02-19,18:30,Thursday,DMT-G007,Violet Line,Kalkaji Mandir,5,320,333,104.1,Overcrowded,1,0,Smoggy
2026-01-24,18:00,Saturday,DMT-R015,Green Line,Nangloi Railway Station,1,340,310,91.3,High,1,0,Clear
2026-01-18,14:55,Sunday,DMT-V014,Yellow Line,Civil Lines,6,300,36,12.2,Low,0,1,Cloudy
2026-01-03,18:15,Saturday,DMT-G004,Blue Line,Janakpuri West,2,320,354,110.8,Overcrowded,1,0,Rainy
2026-01-04,13:25,Sunday,DMT-R021,Red Line,Shastri Nagar,2,320,79,24.7,Low,0,1,Foggy
2026-02-06,13:55,Friday,DMT-V002,Violet Line,NHPC Chowk,1,320,197,61.6,Medium,0,0,Clear
2026-02-13,21:20,Friday,DMT-V023,Red Line,Tis Hazari,7,320,38,12.0,Low,0,0,Smoggy
2026-01-06,09:10,Tuesday,DMT-G004,Blue Line,Dwarka Sector 21,2,300,265,88.5,High,1,0,Clear
2026-01-05,18:30,Monday,DMT-Y008,Violet Line,Old Faridabad,2,350,236,67.6,Medium,1,0,Rainy
2026-02-03,15:20,Tuesday,DMT-R012,Green Line,Maharaja Surajmal Stadium,7,350,53,15.2,Low,0,0,Foggy
2026-01-13,20:45,Tuesday,DMT-B003,Violet Line,NHPC Chowk,4,320,169,52.9,Medium,0,0,Cloudy
2026-02-28,15:05,Saturday,DMT-R009,Green Line,Maharaja Surajmal Stadium,5,320,68,21.3,Low,0,0,Cloudy
2026-01-25,08:25,Sunday,DMT-G008,Green Line,Brigadier Hoshiar Singh,3,300,58,19.5,Low,1,1,Foggy
2026-02-17,14:35,Tuesday,DMT-R010,Yellow Line,GTB Nagar,3,350,81,23.3,Low,0,0,Cloudy
2026-01-27,11:35,Tuesday,DMT-R005,Blue Line,Indraprastha,7,340,139,40.9,Low,0,0,Foggy
2026-01-31,09:55,Saturday,DMT-G002,Yellow Line,AIIMS,8,350,309,88.5,High,1,0,Foggy
2026-02-10,09:05,Tuesday,DMT-B016,Green Line,Madipur,4,340,397,116.8,Overcrowded,1,0,Foggy
2026-01-04,08:45,Sunday,DMT-R019,Yellow Line,Udyog Bhawan,5,300,66,22.1,Low,1,1,Cloudy
2026-02-26,08:40,Thursday,DMT-G022,Red Line,Seelampur,8,300,55,18.4,Low,1,1,Cloudy
2026-01-06,12:00,Tuesday,DMT-R014,Yellow Line,Vishwavidyalaya,2,340,120,35.5,Low,0,0,Clear
2026-02-10,05:40,Tuesday,DMT-V024,Red Line,Netaji Subhash Place,1,320,75,23.5,Low,0,0,Smoggy
2026-01-17,19:20,Saturday,DMT-V022,Blue Line,Noida Sector 15,1,300,193,64.5,Medium,1,0,Smoggy
2026-01-24,11:50,Saturday,DMT-B009,Red Line,Netaji Subhash Place,6,340,130,38.4,Low,0,0,Cloudy
2026-01-02,23:55,Friday,DMT-V019,Green Line,Kirti Nagar,7,300,65,21.9,Low,0,0,Cloudy
2026-01-02,12:10,Friday,DMT-G009,Blue Line,Rajouri Garden,7,320,170,53.2,Medium,0,0,Foggy
2026-01-21,22:10,Wednesday,DMT-G021,Red Line,Kashmere Gate,4,300,61,20.6,Low,0,0,Clear
2026-02-22,14:20,Sunday,DMT-R011,Violet Line,Mewala Maharajpur,3,300,41,13.9,Low,0,1,Smoggy
2026-01-25,17:25,Sunday,DMT-G013,Yellow Line,Hauz Khas,6,340,64,18.8,Low,1,1,Clear
2026-01-08,09:05,Thursday,DMT-Y004,Blue Line,Noida Sector 15,5,320,351,109.9,Overcrowded,1,0,Foggy
2026-02-05,22:10,Thursday,DMT-G022,Green Line,Nangloi,6,350,74,21.4,Low,0,0,Clear
2026-01-19,21:05,Monday,DMT-Y008,Violet Line,NHPC Chowk,5,300,58,19.4,Low,0,0,Foggy
2026-01-11,12:55,Sunday,DMT-V014,Green Line,Satguru Ram Singh Marg,7,300,40,13.6,Low,0,1,Rainy
2026-01-23,05:15,Friday,DMT-Y011,Red Line,Pratap Nagar,5,320,80,25.1,Low,0,0,Foggy
2026-01-01,21:15,Thursday,DMT-B017,Violet Line,Sarita Vihar,4,300,79,26.7,Low,0,0,Foggy
2026-02-17,15:05,Tuesday,DMT-R017,Blue Line,Moti Nagar,4,320,55,17.3,Low,0,0,Clear
2026-01-21,23:00,Wednesday,DMT-R015,Blue Line,Yamuna Bank,1,340,54,15.9,Low,0,0,Cloudy
2026-01-20,20:15,Tuesday,DMT-V021,Violet Line,ITO,6,350,138,39.4,Low,0,0,Foggy
2026-01-31,21:55,Saturday,DMT-Y014,Red Line,Rithala,5,350,47,13.5,Low,0,0,Foggy
2026-02-11,06:00,Wednesday,DMT-R016,Red Line,Rithala,8,300,29,9.7,Low,0,0,Smoggy
2026-01-05,12:10,Monday,DMT-G024,Red Line,Rohini East,8,340,161,47.6,Low,0,0,Rainy
2026-01-11,11:10,Sunday,DMT-B019,Violet Line,Central Secretariat,4,350,81,23.4,Low,0,1,Clear
2026-02-23,11:25,Monday,DMT-G002,Red Line,Inderlok,3,340,210,61.9,Medium,0,0,Foggy
2026-01-16,16:45,Friday,DMT-G014,Yellow Line,Central Secretariat,5,320,249,78.1,Medium,0,0,Clear
2026-01-11,18:00,Sunday,DMT-B017,Green Line,Nangloi Railway Station,8,340,59,17.4,Low,1,1,Rainy
2026-02-16,21:05,Monday,DMT-V023,Violet Line,Moolchand,2,340,84,24.7,Low,0,0,Clear
2026-01-29,13:20,Thursday,DMT-R001,Yellow Line,Hauz Khas,3,320,100,31.4,Low,0,0,Foggy
2026-01-16,20:45,Friday,DMT-R016,Blue Line,Uttam Nagar East,3,320,177,55.3,Medium,0,0,Rainy
2026-01-14,15:55,Wednesday,DMT-R010,Blue Line,Barakhamba Road,8,320,36,11.4,Low,0,0,Smoggy
2026-01-19,12:55,Monday,DMT-G015,Violet Line,NHPC Chowk,2,340,148,43.6,Low,0,0,Cloudy
2026-01-31,06:15,Saturday,DMT-B022,Blue Line,Barakhamba Road,7,350,46,13.3,Low,0,0,Clear
2026-02-25,19:15,Wednesday,DMT-G016,Yellow Line,Malviya Nagar,6,350,415,118.6,Overcrowded,1,0,Foggy
2026-01-20,07:25,Tuesday,DMT-V021,Yellow Line,Arjan Garh,8,350,140,40.0,Low,0,0,Cloudy
2026-01-18,11:15,Sunday,DMT-Y002,Red Line,Keshav Puram,4,320,53,16.7,Low,0,1,Clear
2026-01-25,13:20,Sunday,DMT-G016,Yellow Line,Saket,5,320,34,10.6,Low,0,1,Foggy
2026-01-09,16:10,Friday,DMT-Y004,Blue Line,Noida Sector 15,1,340,100,29.6,Low,0,0,Foggy
2026-01-19,06:10,Monday,DMT-V018,Yellow Line,Azadpur,6,350,52,14.9,Low,0,0,Clear
2026-01-13,18:20,Tuesday,DMT-R001,Green Line,Maharaja Surajmal Stadium,2,350,270,77.3,Medium,1,0,Rainy
2026-01-09,21:15,Friday,DMT-B023,Blue Line,Barakhamba Road,4,300,35,11.9,Low,0,0,Clear
2026-02-13,21:25,Friday,DMT-Y014,Red Line,Shahdara,5,350,38,11.1,Low,0,0,Rainy
2026-02-06,23:35,Friday,DMT-R023,Green Line,Ashok Park Main,6,320,58,18.2,Low,0,0,Foggy
2026-01-08,15:15,Thursday,DMT-R015,Red Line,Pulbangash,7,350,53,15.2,Low,0,0,Clear
2026-01-23,15:45,Friday,DMT-R008,Green Line,Kirti Nagar,8,300,39,13.2,Low,0,0,Clear
2026-01-27,07:25,Tuesday,DMT-B016,Violet Line,Mohan Estate,1,350,119,34.1,Low,0,0,Clear
2026-02-14,11:35,Saturday,DMT-R001,Blue Line,Kirti Nagar,3,350,240,68.9,Medium,0,0,Foggy
2026-01-03,23:40,Saturday,DMT-Y006,Violet Line,JLN Stadium,6,340,63,18.7,Low,0,0,Foggy
2026-02-06,13:15,Friday,DMT-G007,Green Line,Peeragarhi,5,350,201,57.7,Medium,0,0,Foggy
2026-02-03,12:15,Tuesday,DMT-Y012,Blue Line,Moti Nagar,6,350,100,28.7,Low,0,0,Smoggy
2026-01-18,18:30,Sunday,DMT-G010,Green Line,Udyog Nagar,2,300,45,15.2,Low,1,1,Clear
2026-01-06,20:10,Tuesday,DMT-G014,Red Line,Seelampur,8,340,231,68.2,Medium,0,0,Clear
2026-01-04,10:00,Sunday,DMT-Y003,Yellow Line,AIIMS,2,300,73,24.5,Low,1,1,Cloudy
2026-02-16,18:20,Monday,DMT-B025,Red Line,Pitampura,2,300,174,58.0,Medium,1,0,Cloudy
2026-02-03,08:40,Tuesday,DMT-R007,Violet Line,Lal Quila,4,320,384,120.0,Overcrowded,1,0,Clear
2026-02-23,07:10,Monday,DMT-G007,Red Line,Keshav Puram,3,320,192,60.3,Medium,0,0,Cloudy
2026-02-01,12:05,Sunday,DMT-R002,Blue Line,Dwarka Sector 8,5,350,84,24.1,Low,0,1,Foggy
2026-01-13,11:25,Tuesday,DMT-B002,Red Line,Tis Hazari,6,320,150,47.0,Low,0,0,Rainy
2026-01-19,21:20,Monday,DMT-V001,Violet Line,Janpath,3,320,75,23.5,Low,0,0,Clear
2026-01-26,10:00,Monday,DMT-V013,Blue Line,Yamuna Bank,6,300,46,15.3,Low,1,1,Cloudy
2026-01-06,13:00,Tuesday,DMT-G003,Yellow Line,AIIMS,7,350,181,51.9,Medium,0,0,Foggy
2026-01-31,18:10,Saturday,DMT-B008,Violet Line,Badkhal Mor,7,350,368,105.2,Overcrowded,1,0,Rainy
2026-02-12,16:15,Thursday,DMT-G012,Red Line,Pulbangash,7,320,142,44.6,Low,0,0,Rainy
2026-01-23,20:20,Friday,DMT-B007,Blue Line,Noida Sector 16,8,320,178,55.9,Medium,0,0,Cloudy
2026-02-28,10:45,Saturday,DMT-R003,Green Line,Ashok Park Main,1,340,246,72.6,Medium,1,0,Cloudy
2026-01-18,12:30,Sunday,DMT-Y007,Yellow Line,Malviya Nagar,4,350,63,18.1,Low,0,1,Clear
2026-01-03,15:05,Saturday,DMT-Y024,Violet Line,Sarita Vihar,5,350,53,15.2,Low,0,0,Foggy
2026-01-21,16:40,Wednesday,DMT-Y020,Yellow Line,AIIMS,4,320,117,36.6,Low,0,0,Cloudy
2026-02-02,11:20,Monday,DMT-G022,Red Line,Pratap Nagar,8,320,204,63.9,Medium,0,0,Foggy
2026-01-06,20:20,Tuesday,DMT-R021,Yellow Line,Race Course,3,350,123,35.2,Low,0,0,Clear
2026-01-15,13:30,Thursday,DMT-B021,Green Line,Madipur,7,350,108,31.1,Low,0,0,Foggy
2026-02-18,11:05,Wednesday,DMT-V007,Yellow Line,Green Park,2,350,229,65.6,Medium,0,0,Foggy
2026-01-29,18:20,Thursday,DMT-G003,Blue Line,Yamuna Bank,5,320,220,68.8,Medium,1,0,Foggy
2026-01-15,20:05,Thursday,DMT-B009,Red Line,Rithala,6,340,182,53.8,Medium,0,0,Clear
2026-01-26,12:40,Monday,DMT-G022,Green Line,Paschim Vihar East,5,350,53,15.2,Low,0,1,Cloudy
2026-02-08,14:30,Sunday,DMT-G002,Green Line,Paschim Vihar West,6,340,62,18.2,Low,0,1,Cloudy
2026-02-08,11:35,Sunday,DMT-G018,Red Line,Kashmere Gate,6,320,54,17.2,Low,0,1,Cloudy
2026-02-26,15:00,Thursday,DMT-B023,Violet Line,Lajpat Nagar,4,350,69,19.9,Low,0,1,Cloudy
2026-01-27,18:00,Tuesday,DMT-B016,Yellow Line,Saket,7,340,344,101.4,Overcrowded,1,0,Clear
2026-02-26,23:10,Thursday,DMT-Y021,Violet Line,Mewala Maharajpur,5,350,82,23.5,Low,0,1,Rainy
2026-01-13,14:35,Tuesday,DMT-B009,Blue Line,Pragati Maidan,2,350,40,11.6,Low,0,0,Smoggy
2026-01-10,23:35,Saturday,DMT-G022,Green Line,Punjabi Bagh,7,320,79,24.9,Low,0,0,Clear
2026-01-22,08:15,Thursday,DMT-G003,Green Line,Madipur,5,320,361,112.8,Overcrowded,1,0,Clear
2026-02-15,15:15,Sunday,DMT-G009,Blue Line,Indraprastha,7,340,56,16.5,Low,0,1,Foggy
2026-02-27,17:20,Friday,DMT-V024,Green Line,Nangloi Railway Station,5,300,308,102.7,Overcrowded,1,0,Clear
2026-01-11,22:05,Sunday,DMT-Y013,Blue Line,Ramesh Nagar,4,350,68,19.5,Low,0,1,Clear
2026-01-21,06:05,Wednesday,DMT-G006,Yellow Line,Hauz Khas,4,300,70,23.5,Low,0,0,Rainy
2026-01-16,18:25,Friday,DMT-V002,Violet Line,Govindpuri,3,300,322,107.6,Overcrowded,1,0,Clear
2026-02-04,12:00,Wednesday,DMT-G004,Yellow Line,Sikanderpur,3,340,95,28.1,Low,0,0,Foggy
