date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-01-18,Sunday,20,Hauz Khas,Yellow Line,311,Down,0,1,Smoggy
2026-02-22,Sunday,11,Shivaji Park,Green Line,83,Down,0,1,Foggy
2026-01-16,Friday,5,Delhi Gate,Violet Line,77,Up,0,0,Clear
2026-01-24,Saturday,9,Jasola Apollo,Violet Line,359,Up,1,0,Cloudy
2026-02-04,Wednesday,12,Shahdara,Red Line,212,Down,0,0,Cloudy
2026-01-20,Tuesday,22,Maharaja Surajmal Stadium,Green Line,152,Up,0,0,Clear
2026-01-11,Sunday,14,New Delhi,Yellow Line,262,Up,0,1,Smoggy
2026-01-03,Saturday,16,Mandi House,Blue Line,743,Up,0,0,Foggy
2026-02-16,Monday,18,IFFCO Chowk,Yellow Line,757,Down,1,0,Cloudy
2026-01-04,Sunday,21,NHPC Chowk,Violet Line,79,Down,0,1,Cloudy
2026-02-13,Friday,15,Yamuna Bank,Blue Line,88,Up,0,0,Rainy
2026-02-15,Sunday,22,Shivaji Park,Green Line,59,Up,0,1,Foggy
2026-01-09,Friday,18,Lal Quila,Violet Line,453,Down,1,0,Cloudy
2026-01-03,Saturday,5,Shivaji Park,Green Line,97,Up,0,0,Foggy
2026-01-19,Monday,11,Vishwavidyalaya,Yellow Line,764,Up,0,0,Clear
2026-02-06,Friday,18,Mundka,Green Line,335,Up,1,0,Foggy
2026-01-27,Tuesday,22,Seelampur,Red Line,66,Up,0,0,Foggy
2026-01-26,Monday,19,Kohat Enclave,Red Line,92,Up,1,1,Clear
2026-01-15,Thursday,19,Sikanderpur,Yellow Line,960,Down,1,0,Cloudy
2026-02-05,Thursday,12,Green Park,Yellow Line,316,Down,0,0,Clear
2026-02-12,Thursday,11,Samaypur Badli,Yellow Line,186,Up,0,0,Foggy
2026-02-18,Wednesday,21,Dwarka Sector 8,Blue Line,35,Up,0,0,Rainy
2026-01-18,Sunday,7,Indraprastha,Blue Line,58,Down,0,1,Clear
2026-02-12,Thursday,16,Udyog Bhawan,Yellow Line,179,Down,0,0,Cloudy
2026-01-24,Saturday,12,Ghitorni,Yellow Line,241,Up,0,0,Clear
2026-01-08,Thursday,15,Hauz Khas,Yellow Line,428,Down,0,0,Clear
2026-01-04,Sunday,6,Rohini East,Red Line,59,Up,0,1,Smoggy
2026-02-02,Monday,16,Samaypur Badli,Yellow Line,171,Down,0,0,Rainy
2026-02-10,Tuesday,11,Peeragarhi,Green Line,314,Down,0,0,Foggy
2026-02-02,Monday,21,Satguru Ram Singh Marg,Green Line,132,Down,0,0,Foggy
2026-01-01,Thursday,21,Barakhamba Road,Blue Line,104,Down,0,0,Foggy
2026-02-11,Wednesday,18,Udyog Nagar,Green Line,550,Down,1,0,Rainy
2026-01-01,Thursday,22,Madipur,Green Line,103,Up,0,0,Foggy
2026-02-18,Wednesday,17,Udyog Nagar,Green Line,611,Up,1,0,Clear
2026-02-01,Sunday,18,Mewala Maharajpur,Violet Line,114,Up,1,1,Smoggy
2026-02-24,Tuesday,17,Raja Nahar Singh,Violet Line,924,Up,1,0,Clear
2026-02-14,Saturday,10,Rohini East,Red Line,421,Up,1,0,Smoggy
2026-02-23,Monday,10,Sarai,Violet Line,560,Up,1,0,Cloudy
2026-02-09,Monday,18,Sarai,Violet Line,422,Up,1,0,Foggy
2026-01-04,Sunday,5,Kirti Nagar,Blue Line,67,Down,0,1,Clear
2026-02-02,Monday,11,Qutab Minar,Yellow Line,358,Down,0,0,Rainy
2026-01-02,Friday,13,Udyog Nagar,Green Line,221,Up,0,0,Clear
2026-01-12,Monday,10,Patel Chowk,Yellow Line,550,Up,1,0,Rainy
2026-02-24,Tuesday,19,Mohan Estate,Violet Line,340,Down,1,0,Clear
2026-01-26,Monday,13,Sarai,Violet Line,81,Down,0,1,Clear
2026-02-21,Saturday,8,Chandni Chowk,Yellow Line,2029,Down,1,0,Cloudy
2026-01-12,Monday,13,Govindpuri,Violet Line,359,Down,0,0,Rainy
2026-01-04,Sunday,17,Uttam Nagar East,Blue Line,61,Down,1,1,Foggy
2026-02-22,Sunday,18,Shivaji Park,Green Line,67,Down,1,1,Foggy
2026-02-16,Monday,18,Dilshad Garden,Red Line,1140,Down,1,0,Smoggy
2026-01-24,Saturday,8,Maharaja Surajmal Stadium,Green Line,575,Up,1,0,Foggy
2026-01-26,Monday,7,Yamuna Bank,Blue Line,231,Down,0,1,Clear
2026-01-05,Monday,12,Rajendra Place,Blue Line,357,Down,0,0,Foggy
2026-02-09,Monday,15,Escorts Mujesar,Violet Line,181,Up,0,0,Rainy
2026-01-28,Wednesday,10,Inderlok,Red Line,287,Down,1,0,Clear
2026-02-01,Sunday,15,Civil Lines,Yellow Line,51,Down,0,1,Clear
2026-02-15,Sunday,12,Seelampur,Red Line,66,Down,0,1,Clear
2026-02-27,Friday,10,Azadpur,Yellow Line,1256,Up,1,0,Cloudy
2026-02-27,Friday,16,Ashok Park Main,Green Line,342,Down,0,0,Rainy
2026-01-16,Friday,20,Raja Nahar Singh,Violet Line,210,Up,0,0,Cloudy
2026-02-17,Tuesday,19,Rajouri Garden,Blue Line,849,Up,1,0,Smoggy
2026-01-30,Friday,13,Hauz Khas,Yellow Line,1098,Down,0,0,Foggy
2026-02-02,Monday,6,Pitampura,Red Line,152,Down,0,0,Rainy
2026-01-12,Monday,8,Jasola Apollo,Violet Line,272,Up,1,0,Foggy
2026-02-08,Sunday,23,Rithala,Red Line,58,Down,0,1,Clear
2026-02-05,Thursday,18,Paschim Vihar West,Green Line,251,Up,1,0,Foggy
2026-01-08,Thursday,22,Janakpuri West,Blue Line,146,Down,0,0,Cloudy
2026-02-28,Saturday,18,Azadpur,Yellow Line,920,Up,1,0,Clear
2026-01-02,Friday,10,Haiderpur Badli Mor,Yellow Line,583,Down,1,0,Smoggy
2026-01-02,Friday,9,New Delhi,Yellow Line,1692,Down,1,0,Clear
2026-01-26,Monday,8,MG Road,Yellow Line,103,Down,1,1,Smoggy
2026-01-30,Friday,10,Yamuna Bank,Blue Line,1207,Up,1,0,Foggy
2026-02-03,Tuesday,17,INA,Yellow Line,571,Up,1,0,Foggy
2026-01-21,Wednesday,21,Badkhal Mor,Violet Line,127,Up,0,0,Cloudy
2026-01-08,Thursday,8,Sarai,Violet Line,383,Up,1,0,Clear
2026-01-06,Tuesday,11,Kanhaiya Nagar,Red Line,212,Down,0,0,Smoggy
2026-01-05,Monday,10,Lajpat Nagar,Violet Line,1256,Down,1,0,Foggy
2026-01-06,Tuesday,20,Sultanpur,Yellow Line,192,Up,0,0,Smoggy
2026-02-13,Friday,6,Lal Quila,Violet Line,155,Down,0,0,Clear
2026-02-23,Monday,12,Lajpat Nagar,Violet Line,600,Up,0,0,Cloudy
2026-02-10,Tuesday,13,Moti Nagar,Blue Line,254,Up,0,0,Smoggy
2026-01-10,Saturday,6,Shastri Nagar,Red Line,68,Down,0,0,Cloudy
2026-02-12,Thursday,20,Punjabi Bagh,Green Line,268,Down,0,0,Smoggy
2026-02-20,Friday,19,Kirti Nagar,Blue Line,247,Down,1,0,Cloudy
2026-02-11,Wednesday,6,MG Road,Yellow Line,97,Down,0,0,Clear
2026-01-04,Sunday,12,Jahangirpuri,Yellow Line,85,Up,0,1,Clear
2026-01-08,Thursday,13,Punjabi Bagh,Green Line,202,Up,0,0,Clear
2026-01-05,Monday,6,Adarsh Nagar,Yellow Line,128,Down,0,0,Cloudy
2026-01-20,Tuesday,13,Noida Sector 16,Blue Line,239,Up,0,0,Clear
2026-02-08,Sunday,14,Maharaja Surajmal Stadium,Green Line,117,Up,0,1,Clear
2026-01-10,Saturday,15,Sarita Vihar,Violet Line,96,Down,0,0,Clear
2026-01-20,Tuesday,12,Kalkaji Mandir,Violet Line,257,Up,0,0,Cloudy
2026-01-05,Monday,20,Sarita Vihar,Violet Line,197,Up,0,0,Clear
2026-01-26,Monday,19,AIIMS,Yellow Line,108,Up,1,1,Smoggy
2026-02-16,Monday,14,Moti Nagar,Blue Line,71,Down,0,0,Foggy
2026-02-20,Friday,15,Dwarka Sector 8,Blue Line,43,Up,0,0,Clear
2026-01-28,Wednesday,14,Nangloi Railway Station,Green Line,84,Down,0,0,Cloudy
2026-02-10,Tuesday,12,Model Town,Yellow Line,218,Down,0,0,Foggy
2026-01-30,Friday,11,Haiderpur Badli Mor,Yellow Line,282,Up,0,0,Clear
2026-01-23,Friday,6,Barakhamba Road,Blue Line,150,Up,0,0,Clear
2026-02-10,Tuesday,13,Indraprastha,Blue Line,288,Up,0,0,Clear
2026-02-03,Tuesday,21,Dwarka Sector 21,Blue Line,231,Up,0,0,Clear
2026-01-01,Thursday,15,Sector 28,Violet Line,92,Up,0,0,Foggy
2026-02-10,Tuesday,22,Samaypur Badli,Yellow Line,140,Down,0,0,Clear
2026-01-24,Saturday,16,Rajouri Garden,Blue Line,559,Down,0,0,Cloudy
2026-01-10,Saturday,12,Guru Dronacharya,Yellow Line,223,Down,0,0,Clear
2026-01-02,Friday,20,Jasola Apollo,Violet Line,176,Down,0,0,Smoggy
2026-01-12,Monday,8,GTB Nagar,Yellow Line,392,Up,1,0,Rainy
2026-01-28,Wednesday,14,Noida Sector 16,Blue Line,81,Down,0,0,Rainy
2026-02-04,Wednesday,17,Govindpuri,Violet Line,417,Down,1,0,Foggy
2026-02-01,Sunday,10,Tughlakabad,Violet Line,56,Down,1,1,Smoggy
2026-02-17,Tuesday,21,Sikanderpur,Yellow Line,223,Down,0,0,Clear
2026-02-15,Sunday,7,Central Secretariat,Yellow Line,230,Down,0,1,Foggy
2026-01-13,Tuesday,14,Pitampura,Red Line,82,Up,0,0,Foggy
2026-02-08,Sunday,22,Dwarka,Blue Line,103,Down,0,1,Rainy
2026-01-25,Sunday,20,Tis Hazari,Red Line,60,Up,0,1,Cloudy
2026-01-19,Monday,19,Peeragarhi,Green Line,522,Up,1,0,Rainy
2026-02-19,Thursday,5,Kashmere Gate,Yellow Line,364,Up,0,0,Clear
2026-01-25,Sunday,8,Punjabi Bagh,Green Line,97,Down,1,1,Rainy
2026-01-14,Wednesday,18,Model Town,Yellow Line,362,Up,1,0,Clear
2026-01-31,Saturday,17,Kailash Colony,Violet Line,329,Up,1,0,Foggy
2026-01-12,Monday,6,Moti Nagar,Blue Line,117,Down,0,0,Foggy
2026-02-27,Friday,17,Old Faridabad,Violet Line,499,Up,1,0,Smoggy
2026-01-01,Thursday,12,Harkesh Nagar Okhla,Violet Line,426,Down,0,0,Cloudy
2026-01-31,Saturday,9,Udyog Nagar,Green Line,353,Up,1,0,Clear
2026-02-19,Thursday,9,Moti Nagar,Blue Line,290,Down,1,0,Cloudy
2026-01-01,Thursday,14,NHPC Chowk,Violet Line,48,Down,0,0,Cloudy
2026-01-13,Tuesday,16,Ashok Park Main,Green Line,185,Up,0,0,Clear
2026-01-07,Wednesday,18,Punjabi Bagh,Green Line,277,Up,1,0,Clear
2026-02-25,Wednesday,7,Pitampura,Red Line,377,Down,0,0,Clear
2026-02-07,Saturday,23,Jahangirpuri,Yellow Line,52,Down,0,0,Foggy
2026-02-21,Saturday,22,JLN Stadium,Violet Line,49,Up,0,0,Foggy
2026-02-24,Tuesday,19,Civil Lines,Yellow Line,394,Down,1,0,Foggy
2026-01-03,Saturday,6,Seelampur,Red Line,94,Up,0,0,Foggy
2026-01-20,Tuesday,15,Tis Hazari,Red Line,67,Down,0,0,Rainy
2026-01-29,Thursday,20,Rithala,Red Line,362,Up,0,0,Cloudy
2026-02-21,Saturday,22,Lajpat Nagar,Violet Line,194,Up,0,0,Foggy
2026-02-19,Thursday,12,Inderlok,Red Line,269,Down,0,0,Cloudy
2026-01-14,Wednesday,7,Vidhan Sabha,Yellow Line,266,Up,0,0,Rainy
2026-02-03,Tuesday,8,Moti Nagar,Blue Line,812,Up,1,0,Rainy
2026-01-30,Friday,20,Tis Hazari,Red Line,138,Up,0,0,Cloudy
2026-02-13,Friday,12,Tughlakabad,Violet Line,193,Down,0,0,Smoggy
2026-01-16,Friday,22,New Delhi,Yellow Line,300,Down,0,0,Foggy
2026-02-17,Tuesday,15,Badkhal Mor,Violet Line,73,Down,0,0,Foggy
2026-01-29,Thursday,11,Mewala Maharajpur,Violet Line,299,Down,0,0,Foggy
2026-02-24,Tuesday,13,Kohat Enclave,Red Line,214,Up,0,0,Cloudy
2026-02-23,Monday,9,Arjan Garh,Yellow Line,339,Up,1,0,Foggy
2026-02-23,Monday,15,Madipur,Green Line,49,Down,0,0,Foggy
2026-01-20,Tuesday,14,Paschim Vihar East,Green Line,101,Up,0,0,Cloudy
2026-01-29,Thursday,21,Jama Masjid,Violet Line,77,Up,0,0,Rainy
2026-02-11,Wednesday,22,Udyog Nagar,Green Line,115,Up,0,0,Clear
2026-01-16,Friday,15,Yamuna Bank,Blue Line,188,Up,0,0,Smoggy
2026-01-03,Saturday,10,Sarai,Violet Line,370,Down,1,0,Foggy
2026-02-19,Thursday,19,Moolchand,Violet Line,305,Down,1,0,Foggy
2026-01-05,Monday,7,MG Road,Yellow Line,156,Down,0,0,Cloudy
2026-01-29,Thursday,22,Neelam Chowk Ajronda,Violet Line,78,Down,0,0,Clear
2026-01-09,Friday,7,Jahangirpuri,Yellow Line,169,Up,0,0,Clear
2026-01-06,Tuesday,21,Green Park,Yellow Line,172,Up,0,0,Clear
2026-01-24,Saturday,14,Patel Chowk,Yellow Line,146,Down,0,0,Cloudy
2026-02-17,Tuesday,21,Race Course,Yellow Line,66,Up,0,0,Smoggy
2026-02-25,Wednesday,14,Mundka,Green Line,44,Down,0,0,Foggy
2026-02-04,Wednesday,22,Pragati Maidan,Blue Line,139,Up,0,0,Clear
2026-02-26,Thursday,21,IFFCO Chowk,Yellow Line,112,Up,0,1,Rainy
2026-01-28,Wednesday,10,Janpath,Violet Line,536,Down,1,0,Foggy
2026-01-29,Thursday,12,Arjan Garh,Yellow Line,286,Up,0,0,Clear
2026-02-21,Saturday,22,Seelampur,Red Line,135,Up,0,0,Cloudy
2026-01-15,Thursday,13,Malviya Nagar,Yellow Line,306,Down,0,0,Foggy
2026-01-14,Wednesday,12,Dwarka,Blue Line,199,Down,0,0,Foggy
2026-02-23,Monday,7,Nangloi,Green Line,413,Down,0,0,Foggy
2026-02-12,Thursday,19,Jama Masjid,Violet Line,311,Down,1,0,Rainy
2026-02-09,Monday,18,Raja Nahar Singh,Violet Line,341,Up,1,0,Rainy
2026-02-26,Thursday,12,New Delhi,Yellow Line,258,Down,0,1,Foggy
2026-01-27,Tuesday,10,Madipur,Green Line,412,Up,1,0,Clear
2026-01-29,Thursday,20,Shivaji Park,Green Line,218,Down,0,0,Clear
2026-02-08,Sunday,16,Kalkaji Mandir,Violet Line,80,Down,0,1,Foggy
2026-02-25,Wednesday,11,Inderlok,Red Line,248,Up,0,0,Cloudy
2026-01-19,Monday,15,Ghitorni,Yellow Line,71,Down,0,0,Clear
2026-02-05,Thursday,17,Mandi House,Blue Line,1099,Up,1,0,Smoggy
2026-01-22,Thursday,18,Harkesh Nagar Okhla,Violet Line,302,Down,1,0,Cloudy
2026-02-08,Sunday,10,Jor Bagh,Yellow Line,93,Up,1,1,Smoggy
2026-02-02,Monday,5,Rohini Sector 18,Yellow Line,52,Up,0,0,Clear
2026-01-19,Monday,7,Inderlok,Red Line,158,Down,0,0,Cloudy
2026-02-05,Thursday,5,Madipur,Green Line,102,Down,0,0,Smoggy
2026-02-06,Friday,12,Noida Sector 15,Blue Line,338,Up,0,0,Clear
2026-01-10,Saturday,21,Moolchand,Violet Line,145,Down,0,0,Cloudy
2026-01-13,Tuesday,17,MG Road,Yellow Line,623,Up,1,0,Cloudy
2026-01-30,Friday,10,AIIMS,Yellow Line,513,Down,1,0,Foggy
2026-01-02,Friday,8,Samaypur Badli,Yellow Line,469,Up,1,0,Foggy
2026-01-25,Sunday,5,Chawri Bazar,Yellow Line,107,Down,0,1,Clear
2026-02-15,Sunday,15,Model Town,Yellow Line,82,Up,0,1,Clear
2026-01-29,Thursday,21,NHPC Chowk,Violet Line,127,Up,0,0,Smoggy
2026-01-05,Monday,5,Shivaji Park,Green Line,101,Down,0,0,Rainy
2026-01-18,Sunday,10,Punjabi Bagh,Green Line,101,Up,1,1,Clear
2026-02-02,Monday,13,HUDA City Centre,Yellow Line,483,Down,0,0,Clear
2026-02-28,Saturday,19,Barakhamba Road,Blue Line,304,Down,1,0,Cloudy
2026-02-09,Monday,12,Jor Bagh,Yellow Line,145,Down,0,0,Foggy
2026-02-04,Wednesday,7,Sector 28,Violet Line,149,Down,0,0,Clear
2026-01-05,Monday,5,JLN Stadium,Violet Line,66,Up,0,0,Foggy
2026-02-21,Saturday,22,Neelam Chowk Ajronda,Violet Line,81,Up,0,0,Clear
2026-02-02,Monday,15,Chandni Chowk,Yellow Line,346,Up,0,0,Cloudy
2026-02-23,Monday,19,Barakhamba Road,Blue Line,394,Up,1,0,Foggy
2026-01-17,Saturday,19,MG Road,Yellow Line,475,Down,1,0,Cloudy
2026-01-13,Tuesday,19,Jasola Apollo,Violet Line,331,Down,1,0,Clear
2026-01-02,Friday,23,HUDA City Centre,Yellow Line,129,Down,0,0,Rainy
2026-01-14,Wednesday,15,Sarai,Violet Line,85,Up,0,0,Rainy
2026-01-24,Saturday,21,GTB Nagar,Yellow Line,30,Down,0,0,Foggy
2026-01-18,Sunday,17,Jama Masjid,Violet Line,77,Up,1,1,Foggy
2026-01-14,Wednesday,21,New Delhi,Yellow Line,312,Down,0,0,Foggy
2026-02-23,Monday,6,Vishwavidyalaya,Yellow Line,179,Up,0,0,Foggy
2026-02-16,Monday,8,Nangloi,Green Line,741,Down,1,0,Smoggy
2026-02-20,Friday,20,Maharaja Surajmal Stadium,Green Line,279,Down,0,0,Clear
2026-01-11,Sunday,10,Shastri Park,Red Line,58,Down,1,1,Smoggy
2026-01-28,Wednesday,17,Neelam Chowk Ajronda,Violet Line,271,Up,1,0,Clear
2026-01-16,Friday,5,Pitampura,Red Line,91,Up,0,0,Cloudy
2026-01-22,Thursday,22,Inderlok,Red Line,144,Up,0,0,Clear
2026-02-10,Tuesday,6,Azadpur,Yellow Line,191,Up,0,0,Smoggy
2026-01-05,Monday,6,Delhi Gate,Violet Line,119,Up,0,0,Cloudy
2026-01-18,Sunday,9,Escorts Mujesar,Violet Line,69,Up,1,1,Clear
2026-01-19,Monday,15,Madipur,Green Line,80,Up,0,0,Clear
2026-01-05,Monday,16,Ashok Park Main,Green Line,171,Down,0,0,Cloudy
2026-02-19,Thursday,23,HUDA City Centre,Yellow Line,191,Up,0,0,Foggy
2026-02-27,Friday,10,Keshav Puram,Red Line,297,Down,1,0,Foggy
2026-01-31,Saturday,9,GTB Nagar,Yellow Line,442,Down,1,0,Cloudy
2026-02-06,Friday,22,Kanhaiya Nagar,Red Line,54,Down,0,0,Foggy
2026-01-01,Thursday,17,Tis Hazari,Red Line,512,Up,1,0,Cloudy
2026-02-24,Tuesday,21,Paschim Vihar West,Green Line,33,Down,0,0,Smoggy
2026-02-07,Saturday,13,Vishwavidyalaya,Yellow Line,512,Down,0,0,Clear
2026-01-29,Thursday,5,Mewala Maharajpur,Violet Line,115,Up,0,0,Cloudy
2026-01-03,Saturday,16,Yamuna Bank,Blue Line,678,Up,0,0,Cloudy
2026-01-15,Thursday,23,Janakpuri West,Blue Line,184,Up,0,0,Clear
2026-01-04,Sunday,18,Bata Chowk,Violet Line,111,Down,1,1,Cloudy
2026-01-27,Tuesday,23,Brigadier Hoshiar Singh,Green Line,90,Down,0,0,Clear
2026-01-27,Tuesday,16,Chhattarpur,Yellow Line,319,Down,0,0,Smoggy
2026-01-25,Sunday,8,Sarai,Violet Line,59,Up,1,1,Clear
2026-02-09,Monday,6,Sikanderpur,Yellow Line,402,Up,0,0,Foggy
2026-02-19,Thursday,15,HUDA City Centre,Yellow Line,200,Up,0,0,Cloudy
2026-01-31,Saturday,6,Tis Hazari,Red Line,33,Down,0,0,Foggy
2026-01-08,Thursday,14,Rajendra Place,Blue Line,57,Up,0,0,Foggy
2026-01-25,Sunday,18,Chawri Bazar,Yellow Line,58,Down,1,1,Clear
2026-02-24,Tuesday,9,Saket,Yellow Line,496,Up,1,0,Foggy
2026-02-09,Monday,19,JLN Stadium,Violet Line,457,Up,1,0,Foggy
2026-02-15,Sunday,7,ITO,Violet Line,70,Up,0,1,Clear
2026-01-10,Saturday,8,New Delhi,Yellow Line,1677,Down,1,0,Smoggy
2026-01-02,Friday,18,Tughlakabad,Violet Line,429,Up,1,0,Clear
2026-01-26,Monday,14,Pulbangash,Red Line,112,Up,0,1,Clear
2026-02-27,Friday,5,Maharaja Surajmal Stadium,Green Line,62,Down,0,0,Cloudy
2026-01-10,Saturday,9,Tughlakabad,Violet Line,619,Up,1,0,Cloudy
2026-02-25,Wednesday,12,Seelampur,Red Line,243,Up,0,0,Rainy
2026-02-14,Saturday,7,NHPC Chowk,Violet Line,170,Up,0,0,Foggy
2026-01-13,Tuesday,18,Shastri Park,Red Line,245,Down,1,0,Cloudy
2026-01-01,Thursday,12,Nangloi Railway Station,Green Line,327,Down,0,0,Cloudy
2026-02-10,Tuesday,10,Rajendra Place,Blue Line,327,Up,1,0,Clear
2026-02-10,Tuesday,7,Sikanderpur,Yellow Line,544,Up,0,0,Clear
2026-01-14,Wednesday,19,Sarita Vihar,Violet Line,389,Up,1,0,Foggy
2026-02-02,Monday,16,AIIMS,Yellow Line,291,Down,0,0,Foggy
2026-02-04,Wednesday,7,Rohini Sector 18,Yellow Line,202,Down,0,0,Foggy
2026-02-02,Monday,9,Arjan Garh,Yellow Line,713,Up,1,0,Rainy
2026-02-26,Thursday,16,Raja Nahar Singh,Violet Line,88,Down,0,1,Foggy
2026-02-22,Sunday,8,Rajdhani Park,Green Line,56,Up,1,1,Rainy
2026-01-13,Tuesday,7,Green Park,Yellow Line,289,Up,0,0,Foggy
2026-01-06,Tuesday,15,Chandni Chowk,Yellow Line,413,Down,0,0,Clear
2026-01-15,Thursday,5,IFFCO Chowk,Yellow Line,81,Down,0,0,Cloudy
2026-02-18,Wednesday,12,Kashmere Gate,Yellow Line,1052,Down,0,0,Clear
2026-01-20,Tuesday,5,Noida Sector 15,Blue Line,61,Up,0,0,Smoggy
2026-02-09,Monday,20,Jahangirpuri,Yellow Line,381,Down,0,0,Cloudy
2026-01-19,Monday,15,Punjabi Bagh,Green Line,74,Down,0,0,Rainy
2026-01-24,Saturday,15,Rajdhani Park,Green Line,168,Up,0,0,Rainy
2026-01-16,Friday,9,Brigadier Hoshiar Singh,Green Line,630,Down,1,0,Foggy
2026-01-09,Friday,22,Samaypur Badli,Yellow Line,90,Up,0,0,Clear
2026-02-11,Wednesday,21,Rajendra Place,Blue Line,61,Down,0,0,Clear
2026-01-06,Tuesday,20,Dilshad Garden,Red Line,550,Up,0,0,Foggy
2026-01-23,Friday,20,Janakpuri West,Blue Line,536,Up,0,0,Rainy
2026-02-04,Wednesday,7,Haiderpur Badli Mor,Yellow Line,250,Up,0,0,Rainy
2026-02-28,Saturday,12,Rajendra Place,Blue Line,254,Up,0,0,Clear
2026-02-09,Monday,12,Azadpur,Yellow Line,717,Down,0,0,Clear
2026-01-04,Sunday,19,Netaji Subhash Place,Red Line,87,Up,1,1,Foggy
2026-02-06,Friday,9,Pratap Nagar,Red Line,287,Down,1,0,Smoggy
2026-01-31,Saturday,23,Govindpuri,Violet Line,57,Up,0,0,Clear
2026-02-18,Wednesday,21,Sarita Vihar,Violet Line,108,Up,0,0,Clear
2026-02-25,Wednesday,18,Ghitorni,Yellow Line,773,Up,1,0,Foggy
2026-02-03,Tuesday,19,Keshav Puram,Red Line,265,Up,1,0,Clear
2026-01-04,Sunday,7,Pratap Nagar,Red Line,92,Down,0,1,Foggy
2026-01-18,Sunday,10,Rohini West,Red Line,117,Down,1,1,Smoggy
2026-02-28,Saturday,17,Tis Hazari,Red Line,808,Up,1,0,Foggy
2026-02-18,Wednesday,5,Ghitorni,Yellow Line,88,Down,0,0,Clear
2026-02-14,Saturday,19,Pragati Maidan,Blue Line,493,Down,1,0,Cloudy
2026-01-20,Tuesday,22,Raja Nahar Singh,Violet Line,78,Down,0,0,Clear
2026-02-01,Sunday,18,Noida City Centre,Blue Line,252,Up,1,1,Foggy
2026-02-10,Tuesday,23,Kanhaiya Nagar,Red Line,83,Down,0,0,Foggy
2026-01-21,Wednesday,10,Pulbangash,Red Line,762,Down,1,0,Foggy
2026-01-21,Wednesday,14,Rohini Sector 18,Yellow Line,167,Down,0,0,Smoggy
2026-01-10,Saturday,13,Badkhal Mor,Violet Line,319,Up,0,0,Cloudy
2026-01-22,Thursday,22,Satguru Ram Singh Marg,Green Line,107,Down,0,0,Rainy
2026-01-20,Tuesday,13,AIIMS,Yellow Line,400,Down,0,0,Clear
2026-01-15,Thursday,17,Jama Masjid,Violet Line,680,Down,1,0,Clear
2026-01-22,Thursday,14,Bata Chowk,Violet Line,68,Up,0,0,Cloudy
2026-01-18,Sunday,9,Shastri Park,Red Line,79,Down,1,1,Smoggy
2026-01-29,Thursday,17,Pulbangash,Red Line,228,Up,1,0,Cloudy
2026-01-26,Monday,19,Moolchand,Violet Line,108,Down,1,1,Rainy
2026-02-05,Thursday,9,MG Road,Yellow Line,485,Down,1,0,Rainy
2026-02-15,Sunday,19,Ashok Park Main,Green Line,64,Down,1,1,Foggy
2026-01-25,Sunday,14,Inderlok,Red Line,105,Up,0,1,Cloudy
2026-02-22,Sunday,7,Paschim Vihar West,Green Line,90,Down,0,1,Foggy
2026-01-24,Saturday,18,Qutab Minar,Yellow Line,333,Down,1,0,Foggy
2026-01-03,Saturday,5,Harkesh Nagar Okhla,Violet Line,57,Down,0,0,Clear
2026-02-06,Friday,17,Rithala,Red Line,431,Down,1,0,Foggy
2026-02-25,Wednesday,17,Kashmere Gate,Yellow Line,1056,Up,1,0,Foggy
2026-02-09,Monday,14,HUDA City Centre,Yellow Line,298,Up,0,0,Clear
2026-02-09,Monday,8,IFFCO Chowk,Yellow Line,692,Up,1,0,Foggy
2026-01-10,Saturday,19,Delhi Gate,Violet Line,548,Up,1,0,Rainy
2026-01-05,Monday,15,Barakhamba Road,Blue Line,44,Up,0,0,Foggy
2026-02-24,Tuesday,11,Kashmere Gate,Yellow Line,768,Up,0,0,Foggy
2026-01-10,Saturday,9,Sarita Vihar,Violet Line,383,Down,1,0,Clear
2026-01-15,Thursday,19,Sarai,Violet Line,404,Down,1,0,Clear
2026-01-18,Sunday,22,Azadpur,Yellow Line,176,Up,0,1,Foggy
2026-02-08,Sunday,11,Mundka,Green Line,55,Down,0,1,Clear
2026-01-08,Thursday,10,Kohat Enclave,Red Line,420,Up,1,0,Foggy
2026-02-16,Monday,20,Pitampura,Red Line,215,Up,0,0,Rainy
2026-01-19,Monday,13,Malviya Nagar,Yellow Line,199,Down,0,0,Cloudy
2026-02-01,Sunday,19,Lajpat Nagar,Violet Line,157,Down,1,1,Cloudy
2026-01-01,Thursday,8,Arjan Garh,Yellow Line,304,Up,1,0,Clear
2026-01-30,Friday,8,Rajdhani Park,Green Line,375,Up,1,0,Foggy
2026-02-07,Saturday,10,Chhattarpur,Yellow Line,707,Down,1,0,Clear
2026-01-10,Saturday,14,Mundka,Green Line,43,Down,0,0,Clear
2026-01-02,Friday,12,Satguru Ram Singh Marg,Green Line,270,Down,0,0,Clear
2026-02-23,Monday,17,Netaji Subhash Place,Red Line,255,Up,1,0,Cloudy
2026-01-17,Saturday,19,New Delhi,Yellow Line,1753,Up,1,0,Cloudy
2026-02-12,Thursday,17,Tis Hazari,Red Line,409,Up,1,0,Foggy
2026-01-28,Wednesday,21,Shivaji Park,Green Line,41,Up,0,0,Smoggy
2026-01-10,Saturday,6,Udyog Bhawan,Yellow Line,141,Up,0,0,Clear
